"COMMON.NAME","SCIENTIFIC.NAME"
"Jack Snipe","Lymnocryptes minimus"
"Eurasian Woodcock","Scolopax rusticola"
"Wood Snipe","Gallinago nemoricola"
"Great Snipe","Gallinago media"
"Common Snipe","Gallinago gallinago"
"Pin-tailed Snipe","Gallinago stenura"
"Swinhoe's Snipe","Gallinago megala"
"Terek Sandpiper","Xenus cinereus"
"Red-necked Phalarope","Phalaropus lobatus"
"Common Sandpiper","Actitis hypoleucos"
"Green Sandpiper","Tringa ochropus"
"Grey-tailed Tattler","Tringa brevipes"
"Spotted Redshank","Tringa erythropus"
"Common Greenshank","Tringa nebularia"
"Marsh Sandpiper","Tringa stagnatilis"
"Wood Sandpiper","Tringa glareola"
"Common Redshank","Tringa totanus"
"Small Buttonquail","Turnix sylvaticus"
"Yellow-legged Buttonquail","Turnix tanki"
"Barred Buttonquail","Turnix suscitator"
"Crab-Plover","Dromas ardeola"
"Indian Courser","Cursorius coromandelicus"
"Collared Pratincole","Glareola pratincola"
"Oriental Pratincole","Glareola maldivarum"
"Small Pratincole","Glareola lactea"
"South Polar Skua","Stercorarius maccormicki"
"Brown Skua","Stercorarius antarcticus"
"Pomarine Jaeger (Pomarine Skua)","Stercorarius pomarinus"
"Parasitic Jaeger (Arctic Skua)","Stercorarius parasiticus"
"Long-tailed Jaeger","Stercorarius longicaudus"
"Slender-billed Gull","Chroicocephalus genei"
"Black-headed Gull","Chroicocephalus ridibundus"
"Brown-headed Gull","Chroicocephalus brunnicephalus"
"Sooty Gull","Ichthyaetus hemprichii"
"Pallas's Gull","Ichthyaetus ichthyaetus"
"Lesser Black-backed Gull","Larus fuscus"
"Brown Noddy","Anous stolidus"
"Lesser Noddy","Anous tenuirostris"
"Sooty Tern","Onychoprion fuscatus"
"Bridled Tern","Onychoprion anaethetus"
"Little Tern","Sternula albifrons"
"Gull-billed Tern","Gelochelidon nilotica"
"Caspian Tern","Hydroprogne caspia"
"White-winged Tern","Chlidonias leucopterus"
"Whiskered Tern","Chlidonias hybrida"
"Roseate Tern","Sterna dougallii"
"Common Tern","Sterna hirundo"
"Black-bellied Tern","Sterna acuticauda"
"River Tern","Sterna aurantia"
"Great Crested Tern","Thalasseus bergii"
"Sandwich Tern","Thalasseus sandvicensis"
"Lesser Crested Tern","Thalasseus bengalensis"
"Indian Skimmer","Rynchops albicollis"
"White-tailed Tropicbird","Phaethon lepturus"
"Light-mantled Albatross","Phoebetria palpebrata"
"Wilson's Storm-Petrel","Oceanites oceanicus"
"Swinhoe's Storm-Petrel","Hydrobates monorhis"
"Streaked Shearwater","Calonectris leucomelas"
"Flesh-footed Shearwater","Ardenna carneipes"
"Wedge-tailed Shearwater","Ardenna pacifica"
"Asian Openbill","Anastomus oscitans"
"Black Stork","Ciconia nigra"
"Asian Woolly-necked Stork","Ciconia episcopus"
"White Stork","Ciconia ciconia"
"Lesser Adjutant","Leptoptilos javanicus"
"Painted Stork","Mycteria leucocephala"
"Lesser Frigatebird","Fregata ariel"
"Christmas Island Frigatebird","Fregata andrewsi"
"Great Frigatebird","Fregata minor"
"Masked Booby","Sula dactylatra"
"Oriental Darter","Anhinga melanogaster"
"Little Cormorant","Microcarbo niger"
"Great Cormorant","Phalacrocorax carbo"
"Indian Cormorant (Indian Shag)","Phalacrocorax fuscicollis"
"Great White Pelican (Rosy Pelican)","Pelecanus onocrotalus"
"Spot-billed Pelican","Pelecanus philippensis"
"Yellow Bittern","Ixobrychus sinensis"
"Cinnamon Bittern","Ixobrychus cinnamomeus"
"Black Bittern","Ixobrychus flavicollis"
"Grey Heron","Ardea cinerea"
"Purple Heron","Ardea purpurea"
"Great Egret","Ardea alba"
"Intermediate Egret (Medium Egret)","Ardea intermedia"
"Little Egret","Egretta garzetta"
"Western Reef-Heron (Western Reef-Egret)","Egretta gularis"
"Eastern Cattle Egret","Bubulcus coromandus"
"Indian Pond-Heron","Ardeola grayii"
"Chinese Pond-Heron","Ardeola bacchus"
"Striated Heron (Little Heron)","Butorides striata"
"Black-crowned Night Heron","Nycticorax nycticorax"
"Malayan Night Heron","Gorsachius melanolophus"
"Glossy Ibis","Plegadis falcinellus"
"Black-headed Ibis","Threskiornis melanocephalus"
"Red-naped Ibis (Indian Black Ibis)","Pseudibis papillosa"
"Eurasian Spoonbill","Platalea leucorodia"
"Osprey","Pandion haliaetus"
"Black-winged Kite (Black-shouldered Kite)","Elanus caeruleus"
"Egyptian Vulture","Neophron percnopterus"
"European Honey-buzzard","Pernis apivorus"
"Oriental Honey-buzzard (Crested Honey Buzzard)","Pernis ptilorhynchus"
"Jerdon's Baza","Aviceda jerdoni"
"Black Baza","Aviceda leuphotes"
"Red-headed Vulture","Sarcogyps calvus"
"Cinereous Vulture","Aegypius monachus"
"White-rumped Vulture","Gyps bengalensis"
"Indian Vulture (Indian Long-billed Vulture)","Gyps indicus"
"Himalayan Griffon (Himalayan Vulture)","Gyps himalayensis"
"Eurasian Griffon (Griffon Vulture)","Gyps fulvus"
"Crested Serpent-Eagle","Spilornis cheela"
"Short-toed Snake-Eagle","Circaetus gallicus"
"Changeable Hawk-Eagle","Nisaetus cirrhatus"
"Legge's Hawk-Eagle","Nisaetus kelaarti"
"Rufous-bellied Eagle","Lophotriorchis kienerii"
"Black Eagle","Ictinaetus malaiensis"
"Indian Spotted Eagle","Clanga hastata"
"Greater Spotted Eagle","Clanga clanga"
"Booted Eagle","Hieraaetus pennatus"
"Tawny Eagle","Aquila rapax"
"Steppe Eagle","Aquila nipalensis"
"Imperial Eagle","Aquila heliaca"
"Bonelli's Eagle","Aquila fasciata"
"White-eyed Buzzard","Butastur teesa"
"Western Marsh Harrier","Circus aeruginosus"
"Eastern Marsh Harrier","Circus spilonotus"
"Pallid Harrier","Circus macrourus"
"Pied Harrier","Circus melanoleucos"
"Montagu's Harrier","Circus pygargus"
"Crested Goshawk","Accipiter trivirgatus"
"Shikra","Accipiter badius"
"Besra","Accipiter virgatus"
"Eurasian Sparrowhawk","Accipiter nisus"
"Black Kite","Milvus migrans"
"Brahminy Kite","Haliastur indus"
"White-bellied Sea-Eagle","Icthyophaga leucogaster"
"Lesser Fish-Eagle","Icthyophaga humilis"
"Common Buzzard","Buteo buteo"
"Long-legged Buzzard","Buteo rufinus"
"Barn Owl","Tyto alba"
"Sri Lanka Bay-Owl","Phodilus assimilis"
"Indian Scops-Owl (Collared Scops-Owl)","Otus bakkamoena"
"Pallid Scops-Owl","Otus brucei"
"Oriental Scops-Owl","Otus sunia"
"Rock Eagle-Owl (Indian Eagle-Owl)","Bubo bengalensis"
"Spot-bellied Eagle-Owl","Ketupa nipalensis"
"Brown Fish-Owl","Ketupa zeylonensis"
"Jungle Owlet","Glaucidium radiatum"
"Spotted Owlet","Athene brama"
"Mottled Wood-Owl","Strix ocellata"
"Brown Wood-Owl","Strix leptogrammica"
"Short-eared Owl","Asio flammeus"
"Brown Hawk-Owl","Ninox scutulata"
"Malabar Trogon","Harpactes fasciatus"
"Eurasian Hoopoe","Upupa epops"
"Great Hornbill (Great Pied Hornbill)","Buceros bicornis"
"Indian Grey Hornbill","Ocyceros birostris"
"Malabar Grey Hornbill","Ocyceros griseus"
"Malabar Pied-Hornbill","Anthracoceros coronatus"
"Common Kingfisher (Small Blue Kingfisher)","Alcedo atthis"
"Blue-eared Kingfisher","Alcedo meninting"
"Black-backed Dwarf-Kingfisher (Oriental Dwarf Kingfisher)","Ceyx erithaca"
"Stork-billed Kingfisher","Pelargopsis capensis"
"White-throated Kingfisher","Halcyon smyrnensis"
"Black-capped Kingfisher","Halcyon pileata"
"Pied Kingfisher","Ceryle rudis"
"Blue-bearded Bee-eater","Nyctyornis athertoni"
"Asian Green Bee-eater","Merops orientalis"
"Blue-cheeked Bee-eater","Merops persicus"
"Blue-tailed Bee-eater","Merops philippinus"
"European Bee-eater","Merops apiaster"
"Chestnut-headed Bee-eater","Merops leschenaulti"
"European Roller","Coracias garrulus"
"Indian Roller","Coracias benghalensis"
"Oriental Dollarbird","Eurystomus orientalis"
"Malabar Barbet (Crimson-throated Barbet)","Psilopogon malabaricus"
"Coppersmith Barbet","Psilopogon haemacephalus"
"Brown-headed Barbet (Large Green Barbet)","Psilopogon zeylanicus"
"White-cheeked Barbet (Small Green Barbet)","Psilopogon viridis"
"Eurasian Wryneck","Jynx torquilla"
"Speckled Piculet","Picumnus innominatus"
"Heart-spotted Woodpecker","Hemicircus canente"
"Brown-capped Pygmy Woodpecker (Indian Pygmy Woodpecker)","Yungipicus nanus"
"Yellow-crowned Woodpecker","Leiopicus mahrattensis"
"Malabar Flameback","Chrysocolaptes socialis"
"White-naped Woodpecker","Chrysocolaptes festivus"
"Rufous Woodpecker","Micropternus brachyurus"
"Common Flameback (Goldenbacked Three-toed Woodpecker)","Dinopium javanense"
"Black-rumped Flameback (Lesser Goldenbacked Woodpecker)","Dinopium benghalense"
"Lesser Yellownape","Picus chlorolophus"
"Streak-throated Woodpecker","Picus xanthopygaeus"
"White-bellied Woodpecker (Great Black Woodpecker)","Dryocopus javensis"
"Lesser Kestrel","Falco naumanni"
"Eurasian Kestrel (Common Kestrel)","Falco tinnunculus"
"Red-necked Falcon","Falco chicquera"
"Amur Falcon","Falco amurensis"
"Eurasian Hobby","Falco subbuteo"
"Laggar Falcon","Falco jugger"
"Peregrine Falcon","Falco peregrinus"
"Alexandrine Parakeet","Psittacula eupatria"
"Rose-ringed Parakeet","Psittacula krameri"
"Plum-headed Parakeet","Psittacula cyanocephala"
"Malabar Parakeet (Blue-winged Parakeet)","Psittacula columboides"
"Vernal Hanging-Parrot (Indian Lorikeet)","Loriculus vernalis"
"Indian Pitta","Pitta brachyura"
"White-bellied Minivet","Pericrocotus erythropygius"
"Small Minivet","Pericrocotus cinnamomeus"
"Orange Minivet","Pericrocotus flammeus"
"Ashy Minivet","Pericrocotus divaricatus"
"Brown-rumped Minivet","Pericrocotus cantonensis"
"Large Cuckooshrike","Coracina macei"
"Black-winged Cuckooshrike","Lalage melaschistos"
"Black-headed Cuckooshrike","Lalage melanoptera"
"Indian Golden Oriole","Oriolus kundoo"
"Black-naped Oriole","Oriolus chinensis"
"Black-hooded Oriole","Oriolus xanthornus"
"Ashy Woodswallow","Artamus fuscus"
"Malabar Woodshrike","Tephrodornis sylvicola"
"Common Woodshrike","Tephrodornis pondicerianus"
"Bar-winged Flycatcher-shrike","Hemipus picatus"
"Common Iora","Aegithina tiphia"
"White-tailed Iora (Marshall's Iora)","Aegithina nigrolutea"
"Spot-breasted Fantail (White-spotted Fantail)","Rhipidura albogularis"
"White-browed Fantail","Rhipidura aureola"
"Black Drongo","Dicrurus macrocercus"
"Ashy Drongo","Dicrurus leucophaeus"
"White-bellied Drongo","Dicrurus caerulescens"
"Bronzed Drongo","Dicrurus aeneus"
"Hair-crested Drongo (Spangled Drongo)","Dicrurus hottentottus"
"Greater Racket-tailed Drongo","Dicrurus paradiseus"
"Black-naped Monarch","Hypothymis azurea"
"Indian Paradise-Flycatcher","Terpsiphone paradisi"
"Isabelline Shrike","Lanius isabellinus"
"Brown Shrike","Lanius cristatus"
"Bay-backed Shrike","Lanius vittatus"
"Long-tailed Shrike","Lanius schach"
"Great Grey Shrike","Lanius excubitor"
"Rufous Treepie","Dendrocitta vagabunda"
"White-bellied Treepie","Dendrocitta leucogastra"
"House Crow","Corvus splendens"
"Large-billed Crow","Corvus macrorhynchos"
"Grey-headed Canary-Flycatcher","Culicicapa ceylonensis"
"Cinereous Tit (Great Tit)","Parus cinereus"
"White-naped Tit (Pied Tit)","Machlolophus nuchalis"
"Indian Yellow Tit","Machlolophus aplonotus"
"Rufous-tailed Lark","Ammomanes phoenicura"
"Ashy-crowned Sparrow-Lark (Ashy-crowned Finch-Lark)","Eremopterix griseus"
"Singing Bushlark","Mirafra javanica"
"Jerdon's Bushlark","Mirafra affinis"
"Indian Bushlark (Red-winged Bushlark)","Mirafra erythroptera"
"Mongolian Short-toed Lark","Calandrella dukhunensis"
"Oriental Skylark","Alauda gulgula"
"Malabar Lark","Galerida malabarica"
"Tawny Lark (Sykes's Lark)","Galerida deva"
"Common Tailorbird","Orthotomus sutorius"
"Grey-breasted Prinia","Prinia hodgsonii"
"Jungle Prinia","Prinia sylvatica"
"Ashy Prinia","Prinia socialis"
"Plain Prinia","Prinia inornata"
"Zitting Cisticola","Cisticola juncidis"
"Thick-billed Warbler","Arundinax aedon"
"Booted Warbler","Iduna caligata"
"Sykes's Warbler","Iduna rama"
"Paddyfield Warbler","Acrocephalus agricola"
"Blyth's Reed Warbler","Acrocephalus dumetorum"
"Clamorous Reed Warbler (Indian Great Reed Warbler)","Acrocephalus stentoreus"
"Pallas's Grasshopper Warbler","Helopsaltes certhiola"
"Common Grasshopper Warbler","Locustella naevia"
"Broad-tailed Grassbird","Schoenicola platyurus"
"Bristled Grassbird","Schoenicola striatus"
"Bank Swallow (Sand Martin)","Riparia riparia"
"Dusky Crag-Martin","Ptyonoprogne concolor"
"Barn Swallow","Hirundo rustica"
"Wire-tailed Swallow","Hirundo smithii"
"Hill Swallow (House Swallow)","Hirundo domicola"
"Red-rumped Swallow","Cecropis daurica"
"Streak-throated Swallow","Petrochelidon fluvicola"
"Northern House-Martin (Western House-Martin)","Delichon urbicum"
"Grey-headed Bulbul","Microtarsus priocephalus"
"Flame-throated Bulbul (Ruby-throated Bulbul)","Rubigula gularis"
"Red-vented Bulbul","Pycnonotus cafer"
"Red-whiskered Bulbul","Pycnonotus jocosus"
"Yellow-throated Bulbul","Pycnonotus xantholaemus"
"White-browed Bulbul","Pycnonotus luteolus"
"Yellow-browed Bulbul","Acritillas indica"
"Square-tailed Bulbul (Black Bulbul)","Hypsipetes ganeesa"
"Yellow-browed Warbler","Phylloscopus inornatus"
"Hume's Warbler","Phylloscopus humei"
"Tytler's Leaf Warbler","Phylloscopus tytleri"
"Sulphur-bellied Warbler","Phylloscopus griseolus"
"Tickell's Leaf Warbler","Phylloscopus affinis"
"Dusky Warbler","Phylloscopus fuscatus"
"Common Chiffchaff","Phylloscopus collybita"
"Green Warbler","Phylloscopus nitidus"
"Greenish Warbler","Phylloscopus trochiloides"
"Large-billed Leaf Warbler","Phylloscopus magnirostris"
"Western Crowned Warbler","Phylloscopus occipitalis"
"Lesser Whitethroat","Curruca curruca"
"Eastern Orphean Warbler","Curruca crassirostris"
"Yellow-eyed Babbler","Chrysomma sinense"
"Indian White-eye (Oriental White-eye)","Zosterops palpebrosus"
"Tawny-bellied Babbler","Dumetia hyperythra"
"Dark-fronted Babbler","Dumetia atriceps"
"Pin-striped Tit-Babbler","Mixornis gularis"
"Indian Scimitar-Babbler","Pomatorhinus horsfieldii"
"Puff-throated Babbler","Pellorneum ruficeps"
"Brown-cheeked Fulvetta","Alcippe poioicephala"
"Nilgiri Laughingthrush (Nilgiri Chilappan)","Montecincla cachinnans"
"Palani Laughingthrush (Palani Chilappan)","Montecincla fairbanki"
"Ashambu Laughingthrush (Ashambu Chilappan)","Montecincla meridionalis"
"Large Grey Babbler","Argya malcolmi"
"Rufous Babbler","Argya subrufa"
"Jungle Babbler","Argya striata"
"Yellow-billed Babbler","Argya affinis"
"Common Babbler","Argya caudata"
"Wayanad Laughingthrush","Pterorhinus delesserti"
"Indian Nuthatch","Sitta castanea"
"Velvet-fronted Nuthatch","Sitta frontalis"
"Southern Hill Myna","Gracula indica"
"Rosy Starling","Pastor roseus"
"Daurian Starling","Agropsar sturninus"
"Indian Pied Starling (Pied Myna)","Gracupica contra"
"Brahminy Starling","Sturnia pagodarum"
"Chestnut-tailed Starling","Sturnia malabarica"
"Malabar Starling (Blyth's Starling)","Sturnia blythii"
"Common Myna","Acridotheres tristis"
"Jungle Myna","Acridotheres fuscus"
"Nilgiri Thrush","Zoothera neilgherriensis"
"Pied Thrush","Geokichla wardii"
"Orange-headed Thrush","Geokichla citrina"
"Indian Blackbird","Turdus simillimus"
"Tickell's Thrush","Turdus unicolor"
"Eyebrowed Thrush","Turdus obscurus"
"Dark-sided Flycatcher","Muscicapa sibirica"
"Asian Brown Flycatcher","Muscicapa dauurica"
"Brown-breasted Flycatcher","Muscicapa muttui"
"Spotted Flycatcher","Muscicapa striata"
"Indian Robin","Copsychus fulicatus"
"Oriental Magpie-Robin","Copsychus saularis"
"White-rumped Shama","Copsychus malabaricus"
"Nilgiri Sholakili","Sholicola major"
"White-bellied Sholakili","Sholicola albiventris"
"White-bellied Blue Flycatcher","Cyornis pallidipes"
"Blue-throated Flycatcher","Cyornis rubeculoides"
"Tickell's Blue Flycatcher","Cyornis tickelliae"
"Blue-and-white Flycatcher","Cyanoptila cyanomelana"
"Nilgiri Flycatcher","Eumyias albicaudatus"
"Verditer Flycatcher","Eumyias thalassinus"
"Indian Blue Robin","Larvivora brunnea"
"Bluethroat","Luscinia svecica"
"Malabar Whistling-Thrush","Myophonus horsfieldii"
"Siberian Rubythroat","Calliope calliope"
"Korean Flycatcher (Yellow-rumped Flycatcher)","Ficedula zanthopygia"
"Black-and-orange Flycatcher","Ficedula nigrorufa"
"Ultramarine Flycatcher","Ficedula superciliaris"
"Rusty-tailed Flycatcher","Ficedula ruficauda"
"Taiga Flycatcher (Red-throated Flycatcher)","Ficedula albicilla"
"Kashmir Flycatcher","Ficedula subrubra"
"Red-breasted Flycatcher","Ficedula parva"
"Black Redstart","Phoenicurus ochruros"
"Blue-capped Rock-Thrush","Monticola cinclorhyncha"
"Blue Rock-Thrush","Monticola solitarius"
"Whinchat","Saxicola rubetra"
"Siberian Stonechat (Common Stonechat)","Saxicola maurus"
"Pied Bushchat","Saxicola caprata"
"Northern Wheatear","Oenanthe oenanthe"
"Isabelline Wheatear","Oenanthe isabellina"
"Desert Wheatear","Oenanthe deserti"
"Thick-billed Flowerpecker","Dicaeum agile"
"Pale-billed Flowerpecker","Dicaeum erythrorhynchos"
"Nilgiri Flowerpecker","Dicaeum concolor"
"Purple-rumped Sunbird","Leptocoma zeylonica"
"Crimson-backed Sunbird (Small Sunbird)","Leptocoma minima"
"Purple Sunbird","Cinnyris asiaticus"
"Loten's Sunbird (Long-billed Sunbird)","Cinnyris lotenius"
"Little Spiderhunter","Arachnothera longirostra"
"Asian Fairy-bluebird","Irena puella"
"Jerdon's Leafbird (Jerdon's Chloropsis)","Chloropsis jerdoni"
"Golden-fronted Leafbird (Golden-fronted Chloropsis)","Chloropsis aurifrons"
"Streaked Weaver","Ploceus manyar"
"Baya Weaver","Ploceus philippinus"
"Black-breasted Weaver (Bengal Weaver)","Ploceus benghalensis"
"Indian Silverbill (White-throated Munia)","Euodice malabarica"
"Scaly-breasted Munia (Spotted Munia)","Lonchura punctulata"
"Black-throated Munia","Lonchura kelaarti"
"White-rumped Munia","Lonchura striata"
"Tricolored Munia (Black-headed Munia)","Lonchura malacca"
"Red Avadavat","Amandava amandava"
"House Sparrow","Passer domesticus"
"Yellow-throated Sparrow (Chestnut-shouldered Petronia)","Gymnoris xanthocollis"
"Forest Wagtail","Dendronanthus indicus"
"Grey Wagtail","Motacilla cinerea"
"Western Yellow Wagtail","Motacilla flava"
"Eastern Yellow Wagtail","Motacilla tschutschensis"
"Citrine Wagtail","Motacilla citreola"
"White-browed Wagtail (Large Pied Wagtail)","Motacilla maderaspatensis"
"White Wagtail","Motacilla alba"
"Richard's Pipit","Anthus richardi"
"Paddyfield Pipit","Anthus rufulus"
"Long-billed Pipit","Anthus similis"
"Blyth's Pipit","Anthus godlewskii"
"Tawny Pipit","Anthus campestris"
"Nilgiri Pipit","Anthus nilghiriensis"
"Tree Pipit","Anthus trivialis"
"Olive-backed Pipit","Anthus hodgsoni"
"Red-throated Pipit","Anthus cervinus"
"Common Rosefinch","Carpodacus erythrinus"
"Black-headed Bunting","Emberiza melanocephala"
"Red-headed Bunting","Emberiza bruniceps"
"Grey-necked Bunting (Grey-hooded Bunting)","Emberiza buchanani"
"Yellow-breasted Bunting","Emberiza aureola"
